Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,6,1,1,255,255,0,255,255,255,349.000,295.000,13.000,0.000,0.000,0.000,349.000,295.000,13.000,349,295,13,1,1,1
1,6,1,1,255,255,0,255,255,255,424.000,295.000,13.000,0.000,0.000,0.000,424.000,295.000,13.000,424,295,13,1,1,1
14,72,14,14,3570,255,0,255,255,255,412.929,293.571,15.571,1.974,0.841,2.124,412.929,293.571,15.571,411,292,13,6,5,5
1,6,1,1,255,255,0,255,255,255,352.000,299.000,13.000,0.000,0.000,0.000,352.000,299.000,13.000,352,299,13,1,1,1
2,12,2,2,510,255,0,255,255,255,320.500,302.500,13.000,0.707,0.000,0.707,320.500,302.500,13.000,320,302,13,2,2,1
1,6,1,1,255,255,0,255,255,255,334.000,302.000,13.000,0.000,0.000,0.000,334.000,302.000,13.000,334,302,13,1,1,1
2,12,2,2,510,255,0,255,255,255,335.500,304.000,13.500,0.707,0.000,0.707,335.500,304.000,13.500,335,304,13,2,1,2
3,16,3,3,765,255,0,255,255,255,353.333,309.333,13.667,0.798,0.212,0.816,353.333,309.333,13.667,353,309,13,2,2,2
1,6,1,1,255,255,0,255,255,255,358.000,310.000,13.000,0.000,0.000,0.000,358.000,310.000,13.000,358,310,13,1,1,1
1,6,1,1,255,255,0,255,255,255,341.000,312.000,13.000,0.000,0.000,0.000,341.000,312.000,13.000,341,312,13,1,1,1
1,6,1,1,255,255,0,255,255,255,324.000,316.000,13.000,0.000,0.000,0.000,324.000,316.000,13.000,324,316,13,1,1,1
1,6,1,1,255,255,0,255,255,255,343.000,319.000,13.000,0.000,0.000,0.000,343.000,319.000,13.000,343,319,13,1,1,1
1,6,1,1,255,255,0,255,255,255,348.000,320.000,13.000,0.000,0.000,0.000,348.000,320.000,13.000,348,320,13,1,1,1
4,22,4,4,1020,255,0,255,255,255,362.250,320.000,14.500,1.125,0.477,1.211,362.250,320.000,14.500,362,320,13,2,1,4
1,6,1,1,255,255,0,255,255,255,274.000,335.000,13.000,0.000,0.000,0.000,274.000,335.000,13.000,274,335,13,1,1,1
1,6,1,1,255,255,0,255,255,255,520.000,208.000,14.000,0.000,0.000,0.000,520.000,208.000,14.000,520,208,14,1,1,1
1,6,1,1,255,255,0,255,255,255,513.000,227.000,14.000,0.000,0.000,0.000,513.000,227.000,14.000,513,227,14,1,1,1
1,6,1,1,255,255,0,255,255,255,512.000,231.000,14.000,0.000,0.000,0.000,512.000,231.000,14.000,512,231,14,1,1,1
1,6,1,1,255,255,0,255,255,255,526.000,232.000,14.000,0.000,0.000,0.000,526.000,232.000,14.000,526,232,14,1,1,1
1,6,1,1,255,255,0,255,255,255,513.000,238.000,14.000,0.000,0.000,0.000,513.000,238.000,14.000,513,238,14,1,1,1
2,12,2,2,510,255,0,255,255,255,500.500,239.500,14.500,0.866,0.000,0.866,500.500,239.500,14.500,500,239,14,2,2,2
1,6,1,1,255,255,0,255,255,255,513.000,249.000,14.000,0.000,0.000,0.000,513.000,249.000,14.000,513,249,14,1,1,1
1,6,1,1,255,255,0,255,255,255,409.000,257.000,14.000,0.000,0.000,0.000,409.000,257.000,14.000,409,257,14,1,1,1
3,14,3,3,765,255,0,255,255,255,394.000,258.667,14.667,0.654,0.158,0.745,394.000,258.667,14.667,394,258,14,1,2,2
5,24,5,5,1275,255,0,255,255,255,395.800,261.200,15.000,0.961,0.497,0.825,395.800,261.200,15.000,395,261,14,3,2,3
1,6,1,1,255,255,0,255,255,255,418.000,262.000,14.000,0.000,0.000,0.000,418.000,262.000,14.000,418,262,14,1,1,1
1,6,1,1,255,255,0,255,255,255,438.000,262.000,14.000,0.000,0.000,0.000,438.000,262.000,14.000,438,262,14,1,1,1
1,6,1,1,255,255,0,255,255,255,411.000,264.000,14.000,0.000,0.000,0.000,411.000,264.000,14.000,411,264,14,1,1,1
2,10,2,2,510,255,0,255,255,255,405.000,266.500,14.000,0.500,0.000,0.500,405.000,266.500,14.000,405,266,14,1,2,1
1,6,1,1,255,255,0,255,255,255,441.000,268.000,14.000,0.000,0.000,0.000,441.000,268.000,14.000,441,268,14,1,1,1
2,12,2,2,510,255,0,255,255,255,459.500,272.500,14.500,0.866,0.000,0.866,459.500,272.500,14.500,459,272,14,2,2,2
1,6,1,1,255,255,0,255,255,255,410.000,274.000,14.000,0.000,0.000,0.000,410.000,274.000,14.000,410,274,14,1,1,1
3,14,3,3,765,255,0,255,255,255,424.000,274.333,14.333,0.654,0.158,0.745,424.000,274.333,14.333,424,274,14,1,2,2
5,20,5,5,1275,255,0,255,255,255,410.400,277.800,14.400,0.790,0.143,0.748,410.400,277.800,14.400,410,277,14,2,2,2
5,24,5,5,1275,255,0,255,255,255,439.400,277.000,15.200,1.044,0.370,1.095,439.400,277.000,15.200,439,276,14,2,3,3
3,14,3,3,765,255,0,255,255,255,462.333,277.000,14.667,0.654,0.158,0.745,462.333,277.000,14.667,462,277,14,2,1,2
1,6,1,1,255,255,0,255,255,255,441.000,278.000,14.000,0.000,0.000,0.000,441.000,278.000,14.000,441,278,14,1,1,1
4,20,4,4,1020,255,0,255,255,255,400.000,279.250,14.500,0.927,0.323,0.901,400.000,279.250,14.500,400,278,14,1,3,2
1,6,1,1,255,255,0,255,255,255,407.000,281.000,14.000,0.000,0.000,0.000,407.000,281.000,14.000,407,281,14,1,1,1
1,6,1,1,255,255,0,255,255,255,414.000,282.000,14.000,0.000,0.000,0.000,414.000,282.000,14.000,414,282,14,1,1,1
1,6,1,1,255,255,0,255,255,255,436.000,284.000,14.000,0.000,0.000,0.000,436.000,284.000,14.000,436,284,14,1,1,1
2,10,2,2,510,255,0,255,255,255,399.500,285.000,14.000,0.500,0.000,0.500,399.500,285.000,14.000,399,285,14,2,1,1
1,6,1,1,255,255,0,255,255,255,443.000,286.000,14.000,0.000,0.000,0.000,443.000,286.000,14.000,443,286,14,1,1,1
2,10,2,2,510,255,0,255,255,255,456.500,286.000,14.000,0.500,0.000,0.500,456.500,286.000,14.000,456,286,14,2,1,1
1,6,1,1,255,255,0,255,255,255,462.000,288.000,14.000,0.000,0.000,0.000,462.000,288.000,14.000,462,288,14,1,1,1
1,6,1,1,255,255,0,255,255,255,447.000,289.000,14.000,0.000,0.000,0.000,447.000,289.000,14.000,447,289,14,1,1,1
1,6,1,1,255,255,0,255,255,255,398.000,290.000,14.000,0.000,0.000,0.000,398.000,290.000,14.000,398,290,14,1,1,1
1,6,1,1,255,255,0,255,255,255,426.000,290.000,14.000,0.000,0.000,0.000,426.000,290.000,14.000,426,290,14,1,1,1
1,6,1,1,255,255,0,255,255,255,352.000,291.000,14.000,0.000,0.000,0.000,352.000,291.000,14.000,352,291,14,1,1,1
1,6,1,1,255,255,0,255,255,255,434.000,293.000,14.000,0.000,0.000,0.000,434.000,293.000,14.000,434,293,14,1,1,1
1,6,1,1,255,255,0,255,255,255,338.000,294.000,14.000,0.000,0.000,0.000,338.000,294.000,14.000,338,294,14,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,295.000,14.000,0.000,0.000,0.000,422.000,295.000,14.000,422,295,14,1,1,1
1,6,1,1,255,255,0,255,255,255,382.000,297.000,14.000,0.000,0.000,0.000,382.000,297.000,14.000,382,297,14,1,1,1
2,12,2,2,510,255,0,255,255,255,411.000,297.500,14.500,0.707,0.000,0.707,411.000,297.500,14.500,411,297,14,1,2,2
3,18,3,3,765,255,0,255,255,255,307.000,299.667,15.000,1.191,0.454,1.453,307.000,299.667,15.000,306,299,14,3,2,3
1,6,1,1,255,255,0,255,255,255,330.000,304.000,14.000,0.000,0.000,0.000,330.000,304.000,14.000,330,304,14,1,1,1
1,6,1,1,255,255,0,255,255,255,332.000,304.000,14.000,0.000,0.000,0.000,332.000,304.000,14.000,332,304,14,1,1,1
2,10,2,2,510,255,0,255,255,255,341.000,307.000,14.500,0.500,0.000,0.500,341.000,307.000,14.500,341,307,14,1,1,2
1,6,1,1,255,255,0,255,255,255,338.000,309.000,14.000,0.000,0.000,0.000,338.000,309.000,14.000,338,309,14,1,1,1
1,6,1,1,255,255,0,255,255,255,351.000,309.000,14.000,0.000,0.000,0.000,351.000,309.000,14.000,351,309,14,1,1,1
1,6,1,1,255,255,0,255,255,255,351.000,312.000,14.000,0.000,0.000,0.000,351.000,312.000,14.000,351,312,14,1,1,1
1,6,1,1,255,255,0,255,255,255,347.000,313.000,14.000,0.000,0.000,0.000,347.000,313.000,14.000,347,313,14,1,1,1
1,6,1,1,255,255,0,255,255,255,340.000,315.000,14.000,0.000,0.000,0.000,340.000,315.000,14.000,340,315,14,1,1,1
1,6,1,1,255,255,0,255,255,255,327.000,316.000,14.000,0.000,0.000,0.000,327.000,316.000,14.000,327,316,14,1,1,1
1,6,1,1,255,255,0,255,255,255,332.000,316.000,14.000,0.000,0.000,0.000,332.000,316.000,14.000,332,316,14,1,1,1
1,6,1,1,255,255,0,255,255,255,335.000,316.000,14.000,0.000,0.000,0.000,335.000,316.000,14.000,335,316,14,1,1,1
2,10,2,2,510,255,0,255,255,255,350.000,318.000,14.500,0.500,0.000,0.500,350.000,318.000,14.500,350,318,14,1,1,2
2,12,2,2,510,255,0,255,255,255,354.500,319.500,14.500,0.866,0.000,0.866,354.500,319.500,14.500,354,319,14,2,2,2
1,6,1,1,255,255,0,255,255,255,358.000,320.000,14.000,0.000,0.000,0.000,358.000,320.000,14.000,358,320,14,1,1,1
1,6,1,1,255,255,0,255,255,255,274.000,333.000,14.000,0.000,0.000,0.000,274.000,333.000,14.000,274,333,14,1,1,1
3,14,3,3,765,255,0,255,255,255,544.667,224.667,15.000,0.654,0.158,0.745,544.667,224.667,15.000,544,224,15,2,2,1
1,6,1,1,255,255,0,255,255,255,533.000,228.000,15.000,0.000,0.000,0.000,533.000,228.000,15.000,533,228,15,1,1,1
1,6,1,1,255,255,0,255,255,255,519.000,242.000,15.000,0.000,0.000,0.000,519.000,242.000,15.000,519,242,15,1,1,1
1,6,1,1,255,255,0,255,255,255,416.000,255.000,15.000,0.000,0.000,0.000,416.000,255.000,15.000,416,255,15,1,1,1
1,6,1,1,255,255,0,255,255,255,418.000,258.000,15.000,0.000,0.000,0.000,418.000,258.000,15.000,418,258,15,1,1,1
1,6,1,1,255,255,0,255,255,255,417.000,260.000,15.000,0.000,0.000,0.000,417.000,260.000,15.000,417,260,15,1,1,1
12,50,12,12,3060,255,0,255,255,255,409.750,262.667,16.333,1.353,0.383,1.396,409.750,262.667,16.333,408,262,15,4,3,3
1,6,1,1,255,255,0,255,255,255,390.000,264.000,15.000,0.000,0.000,0.000,390.000,264.000,15.000,390,264,15,1,1,1
2,10,2,2,510,255,0,255,255,255,400.000,264.500,15.000,0.500,0.000,0.500,400.000,264.500,15.000,400,264,15,1,2,1
2,12,2,2,510,255,0,255,255,255,419.500,264.500,15.500,0.866,0.000,0.866,419.500,264.500,15.500,419,264,15,2,2,2
1,6,1,1,255,255,0,255,255,255,432.000,269.000,15.000,0.000,0.000,0.000,432.000,269.000,15.000,432,269,15,1,1,1
1,6,1,1,255,255,0,255,255,255,385.000,271.000,15.000,0.000,0.000,0.000,385.000,271.000,15.000,385,271,15,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,271.000,15.000,0.000,0.000,0.000,423.000,271.000,15.000,423,271,15,1,1,1
1,6,1,1,255,255,0,255,255,255,450.000,271.000,15.000,0.000,0.000,0.000,450.000,271.000,15.000,450,271,15,1,1,1
1,6,1,1,255,255,0,255,255,255,410.000,272.000,15.000,0.000,0.000,0.000,410.000,272.000,15.000,410,272,15,1,1,1
3,18,3,3,765,255,0,255,255,255,462.667,274.333,16.000,1.033,0.259,1.106,462.667,274.333,16.000,462,274,15,2,2,3
2,12,2,2,510,255,0,255,255,255,446.500,276.500,15.000,0.707,0.000,0.707,446.500,276.500,15.000,446,276,15,2,2,1
1,6,1,1,255,255,0,255,255,255,460.000,276.000,15.000,0.000,0.000,0.000,460.000,276.000,15.000,460,276,15,1,1,1
2,10,2,2,510,255,0,255,255,255,434.000,277.000,15.500,0.500,0.000,0.500,434.000,277.000,15.500,434,277,15,1,1,2
1,6,1,1,255,255,0,255,255,255,408.000,278.000,15.000,0.000,0.000,0.000,408.000,278.000,15.000,408,278,15,1,1,1
1,6,1,1,255,255,0,255,255,255,414.000,279.000,15.000,0.000,0.000,0.000,414.000,279.000,15.000,414,279,15,1,1,1
1,6,1,1,255,255,0,255,255,255,400.000,283.000,15.000,0.000,0.000,0.000,400.000,283.000,15.000,400,283,15,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,285.000,15.000,0.000,0.000,0.000,441.000,285.000,15.000,441,285,15,1,1,1
3,16,3,3,765,255,0,255,255,255,424.000,285.000,15.667,0.863,0.465,1.054,424.000,285.000,15.667,424,284,15,1,3,2
4,20,4,4,1020,255,0,255,255,255,446.500,287.250,15.750,1.151,0.633,1.077,446.500,287.250,15.750,445,287,15,4,2,2
1,6,1,1,255,255,0,255,255,255,454.000,288.000,15.000,0.000,0.000,0.000,454.000,288.000,15.000,454,288,15,1,1,1
1,6,1,1,255,255,0,255,255,255,331.000,297.000,15.000,0.000,0.000,0.000,331.000,297.000,15.000,331,297,15,1,1,1
2,10,2,2,510,255,0,255,255,255,420.500,297.000,15.000,0.500,0.000,0.500,420.500,297.000,15.000,420,297,15,2,1,1
1,6,1,1,255,255,0,255,255,255,334.000,298.000,15.000,0.000,0.000,0.000,334.000,298.000,15.000,334,298,15,1,1,1
1,6,1,1,255,255,0,255,255,255,336.000,298.000,15.000,0.000,0.000,0.000,336.000,298.000,15.000,336,298,15,1,1,1
10,48,10,10,2550,255,0,255,255,255,337.900,300.000,16.100,1.526,0.709,1.678,337.900,300.000,16.100,337,299,15,4,4,3
2,12,2,2,510,255,0,255,255,255,333.500,301.000,15.500,0.707,0.000,0.707,333.500,301.000,15.500,333,301,15,2,1,2
1,6,1,1,255,255,0,255,255,255,342.000,304.000,15.000,0.000,0.000,0.000,342.000,304.000,15.000,342,304,15,1,1,1
1,6,1,1,255,255,0,255,255,255,359.000,306.000,15.000,0.000,0.000,0.000,359.000,306.000,15.000,359,306,15,1,1,1
9,38,9,9,2295,255,0,255,255,255,337.667,313.556,15.333,1.286,0.408,1.482,337.667,313.556,15.333,337,312,15,3,4,2
3,14,3,3,765,255,0,255,255,255,343.667,314.333,15.000,0.654,0.158,0.745,343.667,314.333,15.000,343,314,15,2,2,1
6,32,6,6,1530,255,0,255,255,255,347.833,314.500,16.167,1.431,0.420,1.399,347.833,314.500,16.167,346,314,15,4,3,3
1,6,1,1,255,255,0,255,255,255,356.000,318.000,15.000,0.000,0.000,0.000,356.000,318.000,15.000,356,318,15,1,1,1
1,6,1,1,255,255,0,255,255,255,344.000,320.000,15.000,0.000,0.000,0.000,344.000,320.000,15.000,344,320,15,1,1,1
1,6,1,1,255,255,0,255,255,255,557.000,215.000,16.000,0.000,0.000,0.000,557.000,215.000,16.000,557,215,16,1,1,1
4,18,4,4,1020,255,0,255,255,255,529.750,229.250,16.750,0.730,0.198,0.829,529.750,229.250,16.750,529,229,16,2,2,2
1,6,1,1,255,255,0,255,255,255,418.000,253.000,16.000,0.000,0.000,0.000,418.000,253.000,16.000,418,253,16,1,1,1
1,6,1,1,255,255,0,255,255,255,468.000,257.000,16.000,0.000,0.000,0.000,468.000,257.000,16.000,468,257,16,1,1,1
201,862,201,200,51255,255,0,255,255,255,415.468,255.299,21.254,6.427,2.777,6.312,415.468,255.299,21.254,405,248,16,22,16,12
4,18,4,4,1020,255,0,255,255,255,400.750,261.750,16.750,0.730,0.198,0.829,400.750,261.750,16.750,400,261,16,2,2,2
2,12,2,2,510,255,0,255,255,255,417.500,262.500,16.500,0.866,0.000,0.866,417.500,262.500,16.500,417,262,16,2,2,2
2,12,2,2,510,255,0,255,255,255,445.500,264.500,16.000,0.707,0.000,0.707,445.500,264.500,16.000,445,264,16,2,2,1
1,6,1,1,255,255,0,255,255,255,448.000,265.000,16.000,0.000,0.000,0.000,448.000,265.000,16.000,448,265,16,1,1,1
9,44,9,9,2295,255,0,255,255,255,441.889,264.444,17.222,2.208,1.048,2.457,441.889,264.444,17.222,439,263,16,7,4,3
5,24,5,5,1275,255,0,255,255,255,455.600,266.800,16.400,0.984,0.301,1.077,455.600,266.800,16.400,455,266,16,2,3,2
1,6,1,1,255,255,0,255,255,255,422.000,268.000,16.000,0.000,0.000,0.000,422.000,268.000,16.000,422,268,16,1,1,1
1,6,1,1,255,255,0,255,255,255,429.000,268.000,16.000,0.000,0.000,0.000,429.000,268.000,16.000,429,268,16,1,1,1
1,6,1,1,255,255,0,255,255,255,425.000,270.000,16.000,0.000,0.000,0.000,425.000,270.000,16.000,425,270,16,1,1,1
1,6,1,1,255,255,0,255,255,255,444.000,270.000,16.000,0.000,0.000,0.000,444.000,270.000,16.000,444,270,16,1,1,1
2,12,2,2,510,255,0,255,255,255,445.500,271.500,16.000,0.707,0.000,0.707,445.500,271.500,16.000,445,271,16,2,2,1
2,10,2,2,510,255,0,255,255,255,460.500,271.000,16.000,0.500,0.000,0.500,460.500,271.000,16.000,460,271,16,2,1,1
1,6,1,1,255,255,0,255,255,255,434.000,272.000,16.000,0.000,0.000,0.000,434.000,272.000,16.000,434,272,16,1,1,1
3,14,3,3,765,255,0,255,255,255,400.667,275.000,16.333,0.654,0.158,0.745,400.667,275.000,16.333,400,275,16,2,1,2
1,6,1,1,255,255,0,255,255,255,444.000,276.000,16.000,0.000,0.000,0.000,444.000,276.000,16.000,444,276,16,1,1,1
1,6,1,1,255,255,0,255,255,255,359.000,278.000,16.000,0.000,0.000,0.000,359.000,278.000,16.000,359,278,16,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,279.000,16.000,0.000,0.000,0.000,422.000,279.000,16.000,422,279,16,1,1,1
6,32,6,6,1530,255,0,255,255,255,423.833,281.000,16.500,1.439,0.618,1.505,423.833,281.000,16.500,422,280,16,5,3,2
1,6,1,1,255,255,0,255,255,255,432.000,282.000,16.000,0.000,0.000,0.000,432.000,282.000,16.000,432,282,16,1,1,1
1,6,1,1,255,255,0,255,255,255,435.000,282.000,16.000,0.000,0.000,0.000,435.000,282.000,16.000,435,282,16,1,1,1
1,6,1,1,255,255,0,255,255,255,455.000,282.000,16.000,0.000,0.000,0.000,455.000,282.000,16.000,455,282,16,1,1,1
1,6,1,1,255,255,0,255,255,255,457.000,282.000,16.000,0.000,0.000,0.000,457.000,282.000,16.000,457,282,16,1,1,1
3,16,3,3,765,255,0,255,255,255,414.667,284.000,16.333,0.984,0.464,1.106,414.667,284.000,16.333,414,283,16,2,3,2
4,22,4,4,1020,255,0,255,255,255,460.000,283.750,16.000,1.070,0.237,1.140,460.000,283.750,16.000,459,283,16,3,3,1
2,10,2,2,510,255,0,255,255,255,452.500,284.000,16.000,0.500,0.000,0.500,452.500,284.000,16.000,452,284,16,2,1,1
1,6,1,1,255,255,0,255,255,255,455.000,284.000,16.000,0.000,0.000,0.000,455.000,284.000,16.000,455,284,16,1,1,1
1,6,1,1,255,255,0,255,255,255,406.000,285.000,16.000,0.000,0.000,0.000,406.000,285.000,16.000,406,285,16,1,1,1
5,28,5,5,1275,255,0,255,255,255,443.400,286.200,16.800,1.260,0.465,1.356,443.400,286.200,16.800,442,285,16,3,3,3
1,6,1,1,255,255,0,255,255,255,415.000,287.000,16.000,0.000,0.000,0.000,415.000,287.000,16.000,415,287,16,1,1,1
1,6,1,1,255,255,0,255,255,255,400.000,288.000,16.000,0.000,0.000,0.000,400.000,288.000,16.000,400,288,16,1,1,1
5,26,5,5,1275,255,0,255,255,255,442.400,290.000,16.800,1.050,0.349,1.183,442.400,290.000,16.800,442,289,16,2,3,2
1,6,1,1,255,255,0,255,255,255,419.000,292.000,16.000,0.000,0.000,0.000,419.000,292.000,16.000,419,292,16,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,292.000,16.000,0.000,0.000,0.000,439.000,292.000,16.000,439,292,16,1,1,1
1,6,1,1,255,255,0,255,255,255,340.000,293.000,16.000,0.000,0.000,0.000,340.000,293.000,16.000,340,293,16,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,293.000,16.000,0.000,0.000,0.000,442.000,293.000,16.000,442,293,16,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,300.000,16.000,0.000,0.000,0.000,445.000,300.000,16.000,445,300,16,1,1,1
12,54,12,12,3060,255,0,255,255,255,315.917,300.000,17.667,1.642,0.540,1.454,315.917,300.000,17.667,315,299,16,4,4,4
1,6,1,1,255,255,0,255,255,255,346.000,302.000,16.000,0.000,0.000,0.000,346.000,302.000,16.000,346,302,16,1,1,1
8,38,8,8,2040,255,0,255,255,255,413.375,303.250,17.125,1.615,0.877,1.537,413.375,303.250,17.125,411,302,16,6,3,3
1,6,1,1,255,255,0,255,255,255,364.000,307.000,16.000,0.000,0.000,0.000,364.000,307.000,16.000,364,307,16,1,1,1
1,6,1,1,255,255,0,255,255,255,392.000,309.000,16.000,0.000,0.000,0.000,392.000,309.000,16.000,392,309,16,1,1,1
2,12,2,2,510,255,0,255,255,255,342.000,310.500,16.500,0.707,0.000,0.707,342.000,310.500,16.500,342,310,16,1,2,2
1,6,1,1,255,255,0,255,255,255,368.000,310.000,16.000,0.000,0.000,0.000,368.000,310.000,16.000,368,310,16,1,1,1
1,6,1,1,255,255,0,255,255,255,381.000,311.000,16.000,0.000,0.000,0.000,381.000,311.000,16.000,381,311,16,1,1,1
1,6,1,1,255,255,0,255,255,255,383.000,312.000,16.000,0.000,0.000,0.000,383.000,312.000,16.000,383,312,16,1,1,1
2,10,2,2,510,255,0,255,255,255,385.000,318.500,16.000,0.500,0.000,0.500,385.000,318.500,16.000,385,318,16,1,2,1
1,6,1,1,255,255,0,255,255,255,360.000,319.000,16.000,0.000,0.000,0.000,360.000,319.000,16.000,360,319,16,1,1,1
1,6,1,1,255,255,0,255,255,255,365.000,321.000,16.000,0.000,0.000,0.000,365.000,321.000,16.000,365,321,16,1,1,1
1,6,1,1,255,255,0,255,255,255,281.000,338.000,16.000,0.000,0.000,0.000,281.000,338.000,16.000,281,338,16,1,1,1
1,6,1,1,255,255,0,255,255,255,526.000,227.000,17.000,0.000,0.000,0.000,526.000,227.000,17.000,526,227,17,1,1,1
1,6,1,1,255,255,0,255,255,255,409.000,251.000,17.000,0.000,0.000,0.000,409.000,251.000,17.000,409,251,17,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,258.000,17.000,0.000,0.000,0.000,439.000,258.000,17.000,439,258,17,1,1,1
1,6,1,1,255,255,0,255,255,255,470.000,258.000,17.000,0.000,0.000,0.000,470.000,258.000,17.000,470,258,17,1,1,1
1,6,1,1,255,255,0,255,255,255,368.000,261.000,17.000,0.000,0.000,0.000,368.000,261.000,17.000,368,261,17,1,1,1
2,10,2,2,510,255,0,255,255,255,475.000,261.000,17.500,0.500,0.000,0.500,475.000,261.000,17.500,475,261,17,1,1,2
1,6,1,1,255,255,0,255,255,255,404.000,264.000,17.000,0.000,0.000,0.000,404.000,264.000,17.000,404,264,17,1,1,1
1,6,1,1,255,255,0,255,255,255,376.000,265.000,17.000,0.000,0.000,0.000,376.000,265.000,17.000,376,265,17,1,1,1
1,6,1,1,255,255,0,255,255,255,368.000,266.000,17.000,0.000,0.000,0.000,368.000,266.000,17.000,368,266,17,1,1,1
1,6,1,1,255,255,0,255,255,255,379.000,266.000,17.000,0.000,0.000,0.000,379.000,266.000,17.000,379,266,17,1,1,1
1,6,1,1,255,255,0,255,255,255,389.000,266.000,17.000,0.000,0.000,0.000,389.000,266.000,17.000,389,266,17,1,1,1
1,6,1,1,255,255,0,255,255,255,400.000,268.000,17.000,0.000,0.000,0.000,400.000,268.000,17.000,400,268,17,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,268.000,17.000,0.000,0.000,0.000,441.000,268.000,17.000,441,268,17,1,1,1
13,54,13,13,3315,255,0,255,255,255,394.538,269.308,18.077,1.483,0.601,1.689,394.538,269.308,18.077,393,268,17,4,4,3
2,10,2,2,510,255,0,255,255,255,389.500,270.000,17.000,0.500,0.000,0.500,389.500,270.000,17.000,389,270,17,2,1,1
1,6,1,1,255,255,0,255,255,255,398.000,272.000,17.000,0.000,0.000,0.000,398.000,272.000,17.000,398,272,17,1,1,1
4,20,4,4,1020,255,0,255,255,255,401.500,272.750,17.500,0.820,0.140,0.750,401.500,272.750,17.500,401,272,17,2,2,2
1,6,1,1,255,255,0,255,255,255,413.000,273.000,17.000,0.000,0.000,0.000,413.000,273.000,17.000,413,273,17,1,1,1
10,54,10,10,2550,255,0,255,255,255,451.800,272.100,18.500,2.245,0.978,2.406,451.800,272.100,18.500,449,269,17,6,6,4
16,80,16,16,4080,255,0,255,255,255,444.812,273.562,19.562,2.010,1.022,1.865,444.812,273.562,19.562,441,272,17,7,5,5
2,12,2,2,510,255,0,255,255,255,452.500,276.500,17.000,0.707,0.000,0.707,452.500,276.500,17.000,452,276,17,2,2,1
1,6,1,1,255,255,0,255,255,255,363.000,279.000,17.000,0.000,0.000,0.000,363.000,279.000,17.000,363,279,17,1,1,1
2,12,2,2,510,255,0,255,255,255,439.500,279.000,17.500,0.707,0.000,0.707,439.500,279.000,17.500,439,279,17,2,1,2
4,22,4,4,1020,255,0,255,255,255,458.250,279.000,17.250,1.154,0.242,1.275,458.250,279.000,17.250,457,278,17,3,3,2
1,6,1,1,255,255,0,255,255,255,395.000,282.000,17.000,0.000,0.000,0.000,395.000,282.000,17.000,395,282,17,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,282.000,17.000,0.000,0.000,0.000,439.000,282.000,17.000,439,282,17,1,1,1
1,6,1,1,255,255,0,255,255,255,486.000,282.000,17.000,0.000,0.000,0.000,486.000,282.000,17.000,486,282,17,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,283.000,17.000,0.000,0.000,0.000,442.000,283.000,17.000,442,283,17,1,1,1
1,6,1,1,255,255,0,255,255,255,474.000,283.000,17.000,0.000,0.000,0.000,474.000,283.000,17.000,474,283,17,1,1,1
1,6,1,1,255,255,0,255,255,255,411.000,284.000,17.000,0.000,0.000,0.000,411.000,284.000,17.000,411,284,17,1,1,1
1,6,1,1,255,255,0,255,255,255,428.000,284.000,17.000,0.000,0.000,0.000,428.000,284.000,17.000,428,284,17,1,1,1
1,6,1,1,255,255,0,255,255,255,426.000,285.000,17.000,0.000,0.000,0.000,426.000,285.000,17.000,426,285,17,1,1,1
7,38,7,7,1785,255,0,255,255,255,448.000,283.286,18.143,1.553,0.752,1.841,448.000,283.286,18.143,446,282,17,5,4,3
1,6,1,1,255,255,0,255,255,255,440.000,287.000,17.000,0.000,0.000,0.000,440.000,287.000,17.000,440,287,17,1,1,1
1,6,1,1,255,255,0,255,255,255,416.000,292.000,17.000,0.000,0.000,0.000,416.000,292.000,17.000,416,292,17,1,1,1
1,6,1,1,255,255,0,255,255,255,470.000,292.000,17.000,0.000,0.000,0.000,470.000,292.000,17.000,470,292,17,1,1,1
1,6,1,1,255,255,0,255,255,255,339.000,295.000,17.000,0.000,0.000,0.000,339.000,295.000,17.000,339,295,17,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,295.000,17.000,0.000,0.000,0.000,423.000,295.000,17.000,423,295,17,1,1,1
1,6,1,1,255,255,0,255,255,255,451.000,295.000,17.000,0.000,0.000,0.000,451.000,295.000,17.000,451,295,17,1,1,1
4,18,4,4,1020,255,0,255,255,255,312.750,298.500,17.250,0.774,0.187,0.774,312.750,298.500,17.250,312,298,17,2,2,2
